City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,krasnovishersk,60.4078,57.082,11.97,98,62,1.78,RU,1696299643
367,hargeysa,9.56,44.065,22.55,56,14,1.34,SO,1696301522
368,krasyliv,49.6519,26.9725,10.04,77,23,2.09,UA,1696306442
369,north bend,43.4065,-124.2243,18.47,67,100,1.54,US,1696256111
370,znamenskoye,57.1281,73.8282,9.44,79,100,4.05,RU,1696295460
371,susuman,62.7833,148.1667,-1.68,82,10,1.34,RU,1696277877
372,taoudenni,22.6783,-3.9836,35.12,15,66,7.29,ML,1696226850
373,ibaiti,-23.8486,-50.1878,20.95,70,56,1.24,BR,1696237215
374,haiku-pauwela,20.9219,-156.3051,30.01,55,40,7.72,US,1696263387
375,qui nhon,13.7667,109.2333,26.26,86,100,2.37,VN,1696285947
376,island harbour,50.724,-1.2758,18.29,91,100,2.24,GB,1696226769
377,nizhniy ingash,56.2,96.53,1.97,97,100,3.39,RU,1696289965
378,zaozersk,69.4005,32.4476,1.68,75,100,2.46,RU,1696306229
379,perros-guirec,48.8145,-3.4396,17.58,92,100,0.45,FR,1696313722
380,es castell,39.8795,4.2854,22.38,88,20,3.09,ES,1696311626
381,kete krachi,7.7939,-0.0498,25.47,88,99,3.86,GH,1696225688
382,isangel,-19.55,169.2667,25.06,69,75,6.17,VU,1696271005
383,seminole,28.7086,-81.2081,28.2,69,20,7.2,US,1696245487
384,kosh-agach,50.0,88.6667,0.73,78,6,1.34,RU,1696291631
385,ouro preto do oeste,-10.7481,-62.2158,32.98,32,52,1.61,BR,1696240328
386,apolinario saravia,-24.4328,-63.9954,28.1,34,0,3.53,AR,1696240515
387,baykal'sk,51.5058,104.1469,4.46,73,56,1.18,RU,1696287960
388,kupang,-10.1667,123.5833,25.32,78,20,2.06,ID,1696282128
389,balotra,25.8333,72.2333,26.99,33,37,3.76,IN,1696295028
390,inhambane,-23.865,35.3833,20.3,58,62,3.46,MZ,1696303031
391,sola,-13.8833,167.55,25.36,85,100,11.57,VU,1696271518
392,arteche,12.2645,125.4048,27.2,83,100,3.1,PH,1696282043
393,hampton bays,40.869,-72.5176,21.67,74,0,2.06,US,1696243634
394,'ain el berd,35.3639,-0.5128,18.45,83,0,2.06,DZ,1696226231
395,lensk,60.7253,114.9278,-4.04,89,77,2.24,RU,1696285754
396,metlili chaamba,32.2667,3.6333,22.52,43,0,2.57,DZ,1696225179
397,cestos city,5.46,-9.5828,25.45,88,93,4.74,LR,1696227942
398,dubbo,-32.25,148.6167,26.07,27,10,11.32,AU,1696275690
399,piacabucu,-10.4056,-36.4344,23.92,79,0,5.23,BR,1696234149
400,baja,46.175,18.9564,15.75,58,19,3.06,HU,1696308264
401,sumbawa besar,-8.5,117.4333,24.48,71,32,1.61,ID,1696283631
402,tadjourah,12.0,42.5,28.02,48,0,4.75,DJ,1696301936
403,malvan,16.0667,73.4667,25.62,83,77,1.17,IN,1696294568
404,quatre cocos,-20.2078,57.7625,22.27,82,2,1.6,MU,1696297737
405,fortuna,40.5982,-124.1573,19.4,71,0,6.69,US,1696256030
406,emporia,38.4039,-96.1817,31.11,30,20,5.14,US,1696249264
407,al kharj,24.155,47.3346,30.32,18,0,4.0,SA,1696300976
408,conceicao da barra,-18.5933,-39.7322,24.78,86,64,5.29,BR,1696234804
409,papao,-17.75,-149.55,28.82,80,10,6.86,PF,1696261160
410,aykhal,66.0,111.5,-7.74,91,99,3.13,RU,1696286910
411,izumo,35.3667,132.7667,14.97,82,75,5.14,JP,1696280673
412,den burg,53.0542,4.7972,18.98,92,100,4.63,NL,1696311886
413,nar'yan-mar,67.6713,53.087,3.95,78,58,9.39,RU,1696301098
414,laguna,38.421,-121.4238,28.16,29,0,5.14,US,1696255327
415,yerofey pavlovich,53.9667,121.9667,4.65,94,100,1.14,RU,1696283765
416,oum hadjer,13.2954,19.6966,28.91,58,58,6.12,TD,1696221027
417,khovd,48.0056,91.6419,4.47,70,7,0.58,MN,1696290855
418,jacksonville,30.3322,-81.6556,26.68,79,75,6.69,US,1696245623
419,puerto aysen,-45.4,-72.7,6.29,98,100,1.69,CL,1696242062
420,tashtyp,52.7939,89.8983,1.97,90,11,0.04,RU,1696291428
421,alpine,32.835,-116.7664,22.93,50,0,6.69,US,1696254098
422,zabol,32.25,67.25,11.64,16,0,2.53,AF,1696296343
423,sligo,54.2697,-8.4694,11.45,93,83,3.28,IE,1696228611
424,santiago del torno,-17.9833,-63.3833,31.42,40,45,5.1,BO,1696240488
425,walvis bay,-22.9575,14.5053,13.38,100,0,2.06,,1696308057
426,lata,40.1629,-8.3327,18.84,95,0,0.96,PT,1696228204
427,qarqaraly,49.4058,75.4742,5.56,85,52,5.12,KZ,1696294782
428,zaxo,37.1482,42.7001,22.06,51,95,1.48,IQ,1696302338
429,rio brilhante,-21.8019,-54.5464,31.46,40,82,1.84,BR,1696238299
430,mpika,-11.8343,31.4529,18.57,60,25,4.33,ZM,1696304201
431,vorgashor,67.5833,63.95,1.11,77,92,9.13,RU,1696298477
432,wanxian,30.8039,108.3897,19.96,93,100,1.32,CN,1696286437
433,zouerate,22.7187,-12.4521,31.82,12,26,1.58,MR,1696228884
434,kingston,17.997,-76.7936,32.53,81,40,2.57,JM,1696244256
435,kirklareli,41.7351,27.2252,13.74,66,6,2.78,TR,1696306161
436,el calafate,-50.3408,-72.2768,5.77,74,7,2.47,AR,1696241768
437,kangding,30.0513,101.9603,13.48,95,88,0.69,CN,1696287967
438,mao,39.8885,4.2658,22.31,88,20,3.09,ES,1696311630
439,wotho,10.1657,166.0102,28.41,78,36,4.51,MH,1696272265
440,geraldton,-28.7667,114.6,14.23,67,100,4.12,AU,1696283928
441,chambas,22.1928,-78.9136,26.66,86,50,2.82,CU,1696244830
442,khromtau,50.2503,58.4347,11.07,53,100,2.66,KZ,1696298902
443,tabou,4.423,-7.3528,25.01,88,85,4.65,CI,1696227392
444,bowen,-20.0167,148.2333,23.91,72,26,6.39,AU,1696276041
445,puerto baquerizo moreno,-0.9,-89.6,25.55,78,40,7.2,EC,1696247050
446,karratha,-20.7377,116.8463,24.51,33,63,3.9,AU,1696283556
447,undurkhaan,47.3194,110.6556,2.51,60,56,1.91,MN,1696286268
448,paradip garh,20.3167,86.6167,26.82,86,100,2.21,IN,1696291481
449,sao tome,0.3365,6.7273,26.09,87,100,4.92,ST,1696223955
450,slyudyanka,51.6594,103.7061,2.8,87,54,1.46,RU,1696288071
451,lufilufi,-13.8745,-171.5986,29.88,83,80,11.21,WS,1696352874
452,kuraymah,18.55,31.85,34.49,14,11,3.21,SD,1696304598
453,tynda,55.1667,124.7167,3.23,89,99,0.49,RU,1696283149
454,ciudad lazaro cardenas,17.9583,-102.2,28.8,83,98,2.11,MX,1696250354
455,belaya kholunitsa,58.84,50.8528,10.09,86,84,1.61,RU,1696301062
456,sinabang,2.4803,96.3801,26.34,81,99,4.69,ID,1696288857
457,vuktyl,63.8567,57.3094,8.39,86,99,6.26,RU,1696299792
458,lazaro cardenas,17.9583,-102.2,28.8,83,98,2.11,MX,1696250354
459,puerto deseado,-47.7503,-65.8938,8.29,71,0,3.8,AR,1696240344
460,kasongo-lunda,-6.4667,16.8167,21.0,97,99,1.18,CD,1696221434
461,kuanda,56.3161,116.0806,-3.75,82,96,0.5,RU,1696285271
462,medicine hat,50.0501,-110.6683,18.24,41,20,6.69,CA,1696253032
463,mitchell,43.7094,-98.0298,32.99,29,0,9.77,US,1696249827
464,lahij,13.1667,44.5833,26.75,69,0,2.33,YE,1696301454
465,mermoz boabab,14.7065,-17.4758,28.88,89,0,0.0,SN,1696229969
466,broome,42.2506,-75.833,22.38,80,71,1.06,US,1696244461
467,oriximina,-1.7656,-55.8661,32.02,42,75,2.82,BR,1696238943
468,el nido,11.1858,119.3956,28.39,79,100,5.79,PH,1696283468
469,luderitz,-26.6481,15.1594,15.54,80,0,3.93,,1696307822
470,rock springs,41.5875,-109.2029,16.24,43,40,9.26,US,1696252461
471,kingscliff,-28.2667,153.5667,23.89,57,2,6.17,AU,1696274594
472,el sauzal de rodriguez,31.9,-116.6833,20.79,70,0,5.0,MX,1696254061
473,bumba,2.1833,22.4667,21.83,98,100,0.63,CD,1696220204
474,harper,4.375,-7.7169,25.2,85,83,5.01,LR,1696227479
475,kabinda,-6.1333,24.4833,22.48,69,34,1.05,CD,1696305970
476,bardai,11.65,7.2333,21.37,84,97,3.24,NG,1696223995
477,bulungu,-4.55,18.6,23.56,87,73,0.78,CD,1696221035
478,dzhalil',55.0239,52.7358,13.4,68,100,2.94,RU,1696300442
479,sao vicente,-23.9631,-46.3919,21.1,26,100,2.37,BR,1696236302
480,monte argentario,42.4345,11.1195,17.89,62,7,1.39,IT,1696310046
481,chimore,-16.9833,-65.1333,31.44,43,93,1.29,BO,1696240925
482,mawu,29.5923,107.3139,19.51,99,100,0.93,CN,1696286673
483,majie,25.0333,102.6361,16.99,100,40,3.0,CN,1696287715
484,fortaleza,-3.7227,-38.5247,27.34,78,20,3.09,BR,1696234753
485,coruripe,-10.1256,-36.1756,23.78,79,1,5.47,BR,1696234091
486,zheleznogorsk,52.331,35.3711,5.72,90,5,2.63,RU,1696304514
487,port isabel,26.0734,-97.2086,33.05,70,20,6.17,US,1696249284
488,sebastopol,44.6,33.5333,18.11,43,0,1.79,UA,1696304719
489,kralendijk,12.15,-68.2667,30.99,70,0,4.63,BQ,1696242122
490,palangkaraya,-2.2,113.8333,23.62,85,84,0.35,ID,1696284596
491,akureyri,65.6835,-18.0878,4.96,81,100,3.6,IS,1696231467
492,ribeira brava,32.65,-17.0667,24.35,82,47,2.56,PT,1696230156
493,hutchinson island south,27.2995,-80.2205,28.38,69,40,6.26,US,1696245226
494,shambu,9.5667,37.1,10.92,72,46,1.85,ET,1696303193
495,tegueste,28.5167,-16.3167,28.64,24,0,2.57,ES,1696229904
496,flekkefjord,58.2971,6.6607,14.41,89,100,1.2,NO,1696311658
497,pitimbu,-7.4706,-34.8086,25.33,73,54,4.88,BR,1696233804
498,sciacca,37.5082,13.0881,21.13,60,0,2.32,IT,1696309457
499,vanino,49.0869,140.2543,9.96,69,100,6.42,RU,1696279209
500,lake havasu city,34.4839,-114.3224,29.48,26,9,2.57,US,1696253543
501,burao,9.5221,45.5336,25.64,39,27,1.52,SO,1696301169
502,minot air force base,48.4209,-101.3391,18.1,82,100,1.54,US,1696250743
503,naliya,23.2667,68.8333,25.56,81,1,3.36,IN,1696295799
504,kisangani,0.5167,25.2,21.97,97,84,0.83,CD,1696305906
505,murray bridge,-35.1167,139.2667,16.18,58,74,4.38,AU,1696277859
506,kargil,34.5667,76.1,4.22,63,0,2.0,IN,1696294264
507,pervari,37.9357,42.5493,15.36,71,97,1.48,TR,1696302392
508,woolgoolga,-30.1106,153.2007,22.93,55,2,5.72,AU,1696274641
509,yulin,22.6333,110.15,24.85,95,99,0.69,CN,1696285870
510,rosarito,32.3333,-117.0333,24.79,62,0,5.82,MX,1696254153
511,jinchang,38.4953,102.1739,14.22,59,99,0.67,CN,1696288085
512,kavaratti,10.5669,72.642,27.66,77,100,3.22,IN,1696294679
513,gobabis,-22.45,18.9667,22.88,28,46,6.79,,1696306997
514,prado,-17.3411,-39.2208,24.5,90,94,4.42,BR,1696234703
515,shagonar,51.5333,92.8,5.34,56,5,0.69,RU,1696290688
516,kenai,60.5544,-151.2583,8.41,76,100,2.06,US,1696263191
517,hastings,50.8552,0.5729,19.95,38,100,10.04,GB,1696226329
518,kill devil hills,36.0307,-75.676,22.0,82,0,4.63,US,1696244292
519,kiunga,-6.1219,141.2906,25.06,94,99,0.32,PG,1696277946
520,san martin,-33.081,-68.4681,25.3,28,96,9.89,AR,1696241402
521,laascaanood,8.4774,47.3597,25.21,66,51,7.91,SO,1696300714
522,harstad,68.799,16.5293,5.13,92,99,1.79,NO,1696309999
523,guerrero negro,27.9769,-114.0611,21.26,57,0,8.31,MX,1696253362
524,paramaribo,5.8667,-55.1667,31.95,69,20,1.79,SR,1696238887
525,pampa,35.5362,-100.9599,29.53,49,100,10.79,US,1696250354
526,novo aripuana,-5.1206,-60.3797,32.9,28,99,1.4,BR,1696239975
527,san luis de la loma,17.2706,-100.8939,29.48,80,76,2.57,MX,1696250030
528,baki,-7.6128,110.7839,22.95,84,94,3.88,ID,1696285241
529,assab,13.0092,42.7394,30.3,69,0,9.3,ER,1696301894
530,iaciara,-14.0958,-46.6317,30.62,36,22,3.15,BR,1696236535
531,mawlamyinegyunn,16.3833,95.2667,24.03,96,96,0.96,MM,1696289341
532,el granada,37.5027,-122.4694,28.23,70,0,8.23,US,1696255559
533,ansermanuevo,4.7972,-75.995,26.43,88,100,2.54,CO,1696243869
534,port augusta,-32.5,137.7667,18.38,53,80,1.67,AU,1696278285
535,ljungby,56.8332,13.9408,13.67,96,100,2.25,SE,1696309841
536,franca,-20.5386,-47.4008,23.21,73,49,0.78,BR,1696236608
537,eregli,37.5133,34.0467,16.47,66,94,0.46,TR,1696304424
538,lijiang,26.8688,100.2207,15.06,96,83,1.29,CN,1696288327
539,newport,51.5877,-2.9984,13.58,90,100,3.77,GB,1696227209
540,barabai,-2.5833,115.3833,24.37,78,76,0.65,ID,1696284218
541,vilyuchinsk,52.9306,158.4028,8.85,86,100,3.83,RU,1696274972
542,alvaraes,-3.2208,-64.8042,32.93,34,100,0.15,BR,1696241065
543,flying fish cove,-10.4217,105.6791,23.82,78,75,4.63,CX,1696286419
544,auki,-8.7676,160.7034,27.85,81,98,2.59,SB,1696273246
545,plattsburgh,44.6995,-73.4529,18.56,67,0,0.0,US,1696243947
546,shahpur chakar,26.155,68.6509,26.08,35,4,2.32,PK,1696295893
547,mirny,62.5353,113.9611,-4.87,92,90,1.79,RU,1696286087
548,itaituba,-4.2761,-55.9836,30.41,42,77,1.02,BR,1696238933
549,altamira,-3.2033,-52.2064,29.45,53,88,1.36,BR,1696238043
550,pipri,19.8,75.5333,22.92,84,85,3.02,IN,1696294133
551,ma'rib,15.4591,45.3253,22.92,19,0,2.34,YE,1696301313
552,nuevo progreso,23.1667,-97.95,31.93,63,74,5.33,MX,1696249415
553,puerto armuelles,8.2833,-82.8667,28.99,72,99,0.45,PA,1696245569
554,calvinia,-31.4707,19.776,19.9,27,0,1.9,ZA,1696306602
555,dongsheng,39.8161,109.9776,8.46,89,1,2.27,CN,1696286241
556,dalandzadgad,43.5708,104.425,7.75,54,17,1.68,MN,1696287664
557,salahonda,2.1019,-78.7217,26.51,81,85,7.02,CO,1696244484
558,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1696284374
559,cartagena del chaira,1.3349,-74.8429,27.56,72,79,0.86,CO,1696243542
560,anar darah,32.7587,61.654,20.97,19,0,0.64,AF,1696297696
561,forster,-32.1667,152.5167,26.32,57,0,3.57,AU,1696274756
562,senekal,-28.3197,27.6208,15.29,46,0,3.03,ZA,1696304796
